offer_id_rec,viewed_rate,completed_rate,tra_offer_infl,valid_view_rate,completed_after_view_rate,reward_won,user_id
5.0,1.0,1.0,10.319999999999999,1.0,1.0,3.0,11411
9.0,1.0,1.0,2.68,1.0,1.0,2.0,11411
2.0,0.0,0.0,0.0,,,0.0,11411
1.0,1.0,0.0,15.969999999999999,1.0,,0.0,11411
6.0,1.0,1.0,13.909999999999998,1.0,1.0,4.0,11411
5.0,1.0,1.0,16.42,1.0,1.0,3.0,11412
2.0,1.0,0.0,0.0,1.0,,0.0,11412
1.0,1.0,1.0,11.74,1.0,1.0,10.0,11412
0.0,1.0,1.0,16.58,1.0,1.0,10.0,11412
3.0,1.0,1.0,16.0,1.0,0.5,10.0,11413
0.0,1.0,1.0,0.0,1.0,0.0,10.0,11413
8.0,1.0,1.0,15.75,1.0,1.0,5.0,11413
4.0,0.0,1.0,0.0,,0.0,5.0,15497
9.0,0.0,1.0,0.0,,0.0,2.0,15497
2.0,1.0,0.0,12.53,1.0,,0.0,15497
7.0,1.0,0.0,20.86,1.0,,0.0,15497
3.0,1.0,1.0,11.23,1.0,1.0,10.0,15497
5.0,1.0,1.0,0.0,1.0,0.0,3.0,11415
2.0,1.0,0.0,0.0,1.0,,0.0,11415
1.0,1.0,1.0,0.0,1.0,0.0,10.0,11415
8.0,1.0,1.0,21.28,1.0,1.0,5.0,11415
6.0,1.0,1.0,14.79,1.0,1.0,4.0,11415
4.0,1.0,1.0,18.18,1.0,1.0,5.0,11416
9.0,1.0,1.0,0.0,1.0,0.0,2.0,11416
7.0,1.0,0.0,0.0,1.0,,0.0,11416
3.0,0.0,1.0,0.0,,0.0,5.0,11416
4.0,0.0,0.0,0.0,,,0.0,11417
5.0,1.0,1.0,8.75,1.0,1.0,3.0,11417
7.0,1.0,0.0,8.370000000000001,1.0,,0.0,11417
3.0,1.0,0.0,0.0,1.0,,0.0,11417
6.0,1.0,0.0,1.15,1.0,,0.0,11417
2.0,1.0,0.0,21.13,1.0,,0.0,11419
7.0,1.0,0.0,479.53,0.5,,0.0,11419
0.0,1.0,1.0,20.18,1.0,1.0,10.0,11419
8.0,1.0,1.0,0.0,1.0,1.0,5.0,11419
9.0,0.0,0.0,0.0,,,0.0,11422
7.0,1.0,0.0,19.38,1.0,,0.0,11422
4.0,1.0,0.0,0.0,1.0,,0.0,11423
9.0,0.0,1.0,0.0,,0.0,2.0,11423
2.0,1.0,0.0,0.0,1.0,,0.0,11423
8.0,1.0,1.0,13.1,1.0,1.0,5.0,11423
4.0,1.0,0.0,13.1,1.0,,0.0,11425
9.0,1.0,1.0,37.239999999999995,1.0,1.0,4.0,11425
7.0,1.0,0.0,0.0,1.0,,0.0,11425
3.0,1.0,0.0,0.0,1.0,,0.0,11425
5.0,1.0,1.0,17.2,1.0,1.0,3.0,11426
9.0,1.0,1.0,19.16,1.0,1.0,2.0,11426
1.0,1.0,1.0,0.0,1.0,0.0,10.0,11426
3.0,0.0,1.0,0.0,,0.0,5.0,11426
8.0,1.0,1.0,0.0,1.0,0.0,5.0,11426
6.0,1.0,1.0,15.24,1.0,1.0,2.0,11426
3.0,1.0,1.0,14.51,1.0,1.0,5.0,11427
6.0,1.0,1.0,41.519999999999996,1.0,1.0,6.0,11427
9.0,0.0,1.0,0.0,,0.0,4.0,14995
2.0,0.0,0.0,0.0,,,0.0,14995
1.0,1.0,0.0,0.0,1.0,,0.0,14995
0.0,0.0,1.0,0.0,,0.0,10.0,14995
6.0,1.0,1.0,0.0,1.0,0.0,2.0,14995
4.0,0.0,0.0,0.0,,,0.0,11429
5.0,1.0,0.0,0.0,1.0,,0.0,11429
2.0,0.0,0.0,0.0,,,0.0,11429
0.0,1.0,0.0,0.0,1.0,,0.0,11429
6.0,1.0,0.0,0.65,1.0,,0.0,11429
4.0,0.0,0.0,0.0,,,0.0,11430
9.0,1.0,1.0,0.0,1.0,0.0,2.0,11430
2.0,1.0,0.0,45.17,1.0,,0.0,11430
1.0,1.0,1.0,32.67,1.0,1.0,20.0,11430
1.0,1.0,0.0,0.0,1.0,,0.0,11431
7.0,1.0,0.0,0.0,1.0,,0.0,11431
3.0,0.0,0.0,0.0,,,0.0,11431
0.0,0.0,1.0,0.0,,0.0,10.0,11431
4.0,0.0,0.0,0.0,,,0.0,11432
2.0,0.0,0.0,0.0,,,0.0,11432
1.0,1.0,1.0,25.01,1.0,1.0,10.0,11432
3.0,1.0,1.0,11.91,1.0,1.0,5.0,11432
6.0,1.0,1.0,22.04,1.0,1.0,2.0,11432
2.0,1.0,0.0,0.0,1.0,,0.0,11434
1.0,1.0,0.0,2.29,1.0,,0.0,11434
3.0,0.0,0.0,0.0,,,0.0,11434
0.0,1.0,0.0,5.05,1.0,,0.0,11434
5.0,1.0,0.0,0.76,1.0,,0.0,11436
7.0,0.0,0.0,0.0,,,0.0,11436
3.0,1.0,0.0,2.46,1.0,,0.0,11436
0.0,1.0,0.0,0.0,1.0,,0.0,11436
8.0,1.0,0.0,0.0,1.0,,0.0,11436
4.0,0.0,1.0,0.0,,0.0,5.0,11437
5.0,1.0,1.0,26.39,1.0,1.0,3.0,11437
3.0,0.0,1.0,0.0,,0.0,5.0,11437
2.0,1.0,0.0,0.0,1.0,,0.0,11439
6.0,1.0,1.0,11.95,1.0,1.0,2.0,11439
1.0,1.0,0.0,25.32,1.0,,0.0,11440
0.0,1.0,1.0,0.0,1.0,0.0,10.0,11440
6.0,1.0,1.0,19.59,1.0,1.0,2.0,11440
7.0,1.0,0.0,0.0,1.0,,0.0,12689
3.0,0.0,1.0,0.0,,0.0,5.0,12689
0.0,1.0,0.0,7.31,1.0,,0.0,12689
6.0,1.0,1.0,10.280000000000001,1.0,1.0,2.0,12689
4.0,0.0,0.0,0.0,,,0.0,5761
9.0,0.0,0.0,0.0,,,0.0,5761
2.0,0.0,0.0,0.0,,,0.0,5761
3.0,0.0,0.0,0.0,,,0.0,5761
4.0,1.0,1.0,39.7,1.0,1.0,5.0,11444
0.0,1.0,1.0,45.41,1.0,1.0,20.0,11444
4.0,0.0,1.0,0.0,,0.0,5.0,11445
5.0,1.0,1.0,0.0,1.0,0.0,3.0,11445
1.0,1.0,1.0,11.71,1.0,1.0,10.0,11445
3.0,0.0,1.0,0.0,,0.0,5.0,11445
6.0,1.0,1.0,21.63,1.0,1.0,2.0,11445
4.0,0.0,0.0,0.0,,,0.0,11446
7.0,1.0,0.0,0.88,0.5,,0.0,11446
6.0,1.0,1.0,14.170000000000002,1.0,1.0,2.0,11446
5.0,1.0,1.0,14.3,1.0,1.0,3.0,11447
7.0,1.0,0.0,0.0,1.0,,0.0,11447
6.0,1.0,1.0,13.59,1.0,1.0,2.0,11447
4.0,1.0,0.0,0.0,1.0,,0.0,4322
1.0,1.0,0.0,0.0,1.0,,0.0,4322
7.0,0.0,0.0,0.0,,,0.0,4322
0.0,1.0,0.0,0.0,1.0,,0.0,4322
8.0,1.0,0.0,0.0,1.0,,0.0,4322
5.0,1.0,1.0,8.26,1.0,1.0,3.0,11449
3.0,0.0,0.0,0.0,,,0.0,11449
8.0,1.0,0.0,4.91,1.0,,0.0,11449
6.0,1.0,1.0,8.15,1.0,1.0,2.0,11449
4.0,1.0,0.0,0.0,1.0,,0.0,11450
1.0,1.0,0.0,6.04,1.0,,0.0,11450
7.0,1.0,0.0,8.620000000000001,1.0,,0.0,11450
6.0,1.0,1.0,1.9000000000000001,1.0,1.0,2.0,11450
4.0,0.0,0.0,0.0,,,0.0,601
3.0,1.0,0.0,1.35,1.0,,0.0,601
0.0,1.0,0.0,6.82,1.0,,0.0,601
6.0,1.0,0.0,0.43,1.0,,0.0,601
5.0,1.0,0.0,1.71,1.0,,0.0,11452
2.0,0.0,0.0,0.0,,,0.0,11452
3.0,0.0,0.0,0.0,,,0.0,11452
0.0,1.0,0.0,3.14,1.0,,0.0,11452
8.0,1.0,0.0,0.0,1.0,,0.0,11452
6.0,1.0,1.0,10.950000000000001,1.0,1.0,2.0,11452
4.0,1.0,0.0,9.760000000000002,1.0,,0.0,11453
5.0,1.0,0.0,0.0,1.0,,0.0,11453
9.0,0.0,0.0,0.0,,,0.0,11453
3.0,1.0,1.0,9.59,1.0,1.0,5.0,11453
9.0,1.0,1.0,17.65,1.0,1.0,2.0,11454
2.0,1.0,0.0,0.0,1.0,,0.0,11454
1.0,1.0,1.0,19.66,1.0,1.0,10.0,11454
3.0,1.0,1.0,22.06,1.0,1.0,5.0,11454
8.0,1.0,1.0,16.16,1.0,1.0,5.0,11454
6.0,1.0,1.0,17.19,1.0,1.0,2.0,11454
4.0,0.0,0.0,0.0,,,0.0,11456
5.0,1.0,0.0,3.48,1.0,,0.0,11456
1.0,1.0,0.0,5.25,1.0,,0.0,11456
8.0,1.0,1.0,0.0,1.0,1.0,5.0,11456
2.0,1.0,0.0,0.0,1.0,,0.0,11457
3.0,0.0,1.0,0.0,,0.0,5.0,11457
0.0,1.0,1.0,28.22,1.0,0.5,20.0,11457
2.0,1.0,0.0,55.2,1.0,,0.0,11458
3.0,1.0,1.0,13.06,1.0,1.0,5.0,11458
0.0,1.0,1.0,26.0,1.0,1.0,10.0,11458
6.0,0.0,0.0,0.0,,,0.0,11458
5.0,1.0,1.0,25.94,1.0,1.0,3.0,11460
9.0,1.0,1.0,18.75,1.0,1.0,4.0,11460
6.0,1.0,1.0,0.0,1.0,0.0,2.0,11460
4.0,1.0,0.0,0.0,1.0,,0.0,11461
5.0,1.0,0.0,0.0,1.0,,0.0,11461
2.0,1.0,0.0,0.0,1.0,,0.0,11461
7.0,1.0,0.0,0.0,1.0,,0.0,11461
8.0,1.0,0.0,0.0,1.0,,0.0,11461
5.0,1.0,0.0,0.0,1.0,,0.0,12148
2.0,1.0,0.0,59.0,1.0,,0.0,12148
1.0,1.0,1.0,21.23,1.0,1.0,10.0,12148
0.0,0.0,1.0,0.0,,0.0,10.0,12148
8.0,1.0,1.0,15.17,1.0,1.0,5.0,12148
6.0,1.0,1.0,15.24,1.0,1.0,2.0,12148
7.0,1.0,0.0,0.0,1.0,,0.0,11464
3.0,1.0,1.0,0.0,1.0,1.0,5.0,11464
6.0,1.0,0.0,0.0,1.0,,0.0,11464
4.0,0.0,1.0,0.0,,0.0,5.0,11465
9.0,0.0,1.0,0.0,,0.0,2.0,11465
1.0,1.0,0.0,14.61,1.0,,0.0,11465
7.0,1.0,0.0,0.0,0.0,,0.0,11465
0.0,1.0,1.0,17.77,1.0,1.0,10.0,11465
8.0,1.0,1.0,16.33,1.0,1.0,5.0,11465
4.0,1.0,1.0,31.79,1.0,1.0,5.0,11466
0.0,1.0,1.0,0.0,1.0,0.0,10.0,11466
4.0,1.0,1.0,14.36,1.0,1.0,5.0,11467
7.0,1.0,0.0,13.350000000000001,1.0,,0.0,11467
3.0,0.0,1.0,0.0,,0.0,5.0,11467
0.0,1.0,1.0,31.39,1.0,1.0,20.0,11467
2.0,1.0,0.0,0.0,1.0,,0.0,11469
7.0,1.0,0.0,22.85,1.0,,0.0,11469
3.0,1.0,1.0,17.5,1.0,1.0,5.0,11469
0.0,0.0,1.0,0.0,,0.0,10.0,11469
8.0,1.0,0.0,0.0,1.0,,0.0,11469
9.0,1.0,0.0,0.0,1.0,,0.0,14560
1.0,1.0,0.0,0.0,1.0,,0.0,14560
7.0,1.0,0.0,0.0,1.0,,0.0,14560
3.0,1.0,1.0,9.19,1.0,1.0,5.0,14560
2.0,1.0,0.0,92.69,1.0,,0.0,11471
7.0,1.0,0.0,0.0,1.0,,0.0,11471
3.0,1.0,1.0,0.0,1.0,0.0,5.0,11471
0.0,1.0,1.0,0.0,1.0,1.0,10.0,11471
3.0,1.0,1.0,0.0,1.0,0.0,5.0,1149
0.0,1.0,0.0,16.810000000000002,1.0,,0.0,1149
8.0,1.0,0.0,0.0,1.0,,0.0,1149
6.0,1.0,1.0,14.14,1.0,1.0,2.0,1149
5.0,1.0,0.0,0.0,1.0,,0.0,11474
9.0,0.0,0.0,0.0,,,0.0,11474
7.0,1.0,0.0,0.0,1.0,,0.0,11474
0.0,1.0,0.0,4.18,1.0,,0.0,11474
8.0,1.0,0.0,3.35,1.0,,0.0,11474
6.0,1.0,0.0,9.61,1.0,,0.0,11474
5.0,1.0,0.0,6.67,1.0,,0.0,5079
2.0,0.0,0.0,0.0,,,0.0,5079
3.0,0.0,0.0,0.0,,,0.0,5079
5.0,1.0,1.0,19.61,1.0,1.0,3.0,11479
2.0,1.0,0.0,44.989999999999995,1.0,,0.0,11479
1.0,1.0,1.0,18.34,1.0,1.0,10.0,11479
0.0,1.0,1.0,19.55,1.0,1.0,10.0,11479
6.0,1.0,1.0,0.0,1.0,0.0,2.0,11479
9.0,1.0,0.0,3.87,1.0,,0.0,11480
3.0,0.0,0.0,0.0,,,0.0,11480
8.0,1.0,0.0,1.92,1.0,,0.0,11480
6.0,1.0,0.0,5.79,1.0,,0.0,11480
4.0,1.0,1.0,21.65,1.0,1.0,5.0,11481
5.0,0.0,1.0,0.0,,0.0,3.0,11481
0.0,0.0,1.0,0.0,,0.0,10.0,11481
6.0,1.0,1.0,21.35,1.0,1.0,4.0,11481
1.0,1.0,0.0,1.1400000000000001,1.0,,0.0,11482
3.0,0.0,0.0,0.0,,,0.0,11482
0.0,1.0,0.0,3.3600000000000003,1.0,,0.0,11482
8.0,1.0,1.0,0.0,1.0,1.0,5.0,11482
6.0,1.0,0.0,2.02,1.0,,0.0,11482
4.0,1.0,0.0,4.7700000000000005,1.0,,0.0,11484
9.0,1.0,0.0,0.0,1.0,,0.0,11484
3.0,1.0,0.0,10.6,1.0,,0.0,11484
8.0,1.0,0.0,0.96,1.0,,0.0,11484
6.0,1.0,0.0,1.07,1.0,,0.0,11484
4.0,0.0,0.0,0.0,,,0.0,11485
5.0,1.0,0.0,1.99,1.0,,0.0,11485
2.0,1.0,0.0,0.0,1.0,,0.0,11485
8.0,1.0,0.0,4.92,1.0,,0.0,11485
9.0,0.0,0.0,0.0,,,0.0,11486
7.0,1.0,0.0,0.0,1.0,,0.0,11486
0.0,1.0,0.0,0.0,1.0,,0.0,11486
8.0,1.0,1.0,35.1,1.0,1.0,5.0,11486
9.0,0.0,0.0,0.0,,,0.0,11487
0.0,1.0,0.0,1.1600000000000001,1.0,,0.0,11487
8.0,1.0,0.0,9.66,1.0,,0.0,11487
6.0,1.0,1.0,9.290000000000001,1.0,1.0,2.0,11487
2.0,1.0,0.0,13.14,1.0,,0.0,13817
7.0,1.0,0.0,0.0,1.0,,0.0,13817
3.0,1.0,0.0,0.0,1.0,,0.0,13817
0.0,1.0,0.0,0.0,1.0,,0.0,13817
2.0,0.0,0.0,0.0,,,0.0,16102
3.0,0.0,1.0,0.0,,0.0,5.0,16102
8.0,1.0,1.0,13.3,1.0,1.0,5.0,16102
6.0,1.0,1.0,16.45,1.0,1.0,2.0,16102
2.0,1.0,0.0,38.83,1.0,,0.0,11491
1.0,1.0,1.0,25.37,1.0,1.0,10.0,11491
7.0,1.0,0.0,12.62,1.0,,0.0,11491
8.0,1.0,1.0,0.0,1.0,0.0,5.0,11491
4.0,1.0,1.0,23.4,1.0,1.0,5.0,11492
9.0,1.0,1.0,0.0,1.0,1.0,2.0,11492
1.0,1.0,1.0,21.35,1.0,1.0,10.0,11492
7.0,1.0,0.0,0.0,1.0,,0.0,11492
3.0,1.0,1.0,0.0,1.0,0.0,5.0,11492
5.0,1.0,1.0,28.19,1.0,1.0,3.0,7597
9.0,0.0,1.0,0.0,,0.0,2.0,7597
1.0,1.0,1.0,0.0,1.0,0.0,10.0,7597
3.0,1.0,1.0,14.47,1.0,1.0,5.0,7597
0.0,0.0,0.0,0.0,,,0.0,7597
5.0,1.0,0.0,0.0,1.0,,0.0,6223
9.0,1.0,1.0,0.0,1.0,0.0,2.0,6223
3.0,1.0,1.0,52.3,1.0,1.0,10.0,6223
0.0,1.0,0.0,0.0,1.0,,0.0,6223
5.0,1.0,1.0,8.53,1.0,1.0,3.0,11498
9.0,0.0,0.0,0.0,,,0.0,11498
7.0,1.0,0.0,5.51,1.0,,0.0,11498
2.0,1.0,0.0,0.0,1.0,,0.0,1284
1.0,1.0,0.0,0.0,1.0,,0.0,1284
7.0,1.0,0.0,0.0,1.0,,0.0,1284
3.0,1.0,1.0,20.7,1.0,1.0,10.0,1284
4.0,1.0,1.0,28.2,1.0,1.0,5.0,11500
3.0,0.0,0.0,0.0,,,0.0,11500
1.0,0.0,1.0,0.0,,0.0,10.0,11502
7.0,1.0,0.0,0.0,0.5,,0.0,11502
3.0,0.0,1.0,0.0,,0.0,5.0,11502
6.0,0.0,0.0,0.0,,,0.0,11502
9.0,1.0,0.0,2.05,1.0,,0.0,11503
3.0,1.0,0.0,4.88,1.0,,0.0,11503
0.0,1.0,0.0,2.42,1.0,,0.0,11503
8.0,1.0,0.0,1.6600000000000001,1.0,,0.0,11503
9.0,1.0,0.0,4.95,1.0,,0.0,11505
2.0,1.0,0.0,0.11,1.0,,0.0,11505
7.0,1.0,0.0,1.5,1.0,,0.0,11505
0.0,1.0,0.0,0.0,1.0,,0.0,11505
4.0,1.0,1.0,17.21,1.0,1.0,10.0,8571
2.0,1.0,0.0,17.43,1.0,,0.0,8571
7.0,1.0,0.0,0.0,1.0,,0.0,8571
3.0,1.0,1.0,11.88,1.0,1.0,5.0,8571
0.0,1.0,1.0,24.419999999999998,1.0,1.0,10.0,8571
1.0,1.0,1.0,0.0,1.0,0.0,10.0,11507
3.0,1.0,1.0,19.67,1.0,1.0,5.0,11507
1.0,1.0,1.0,18.35,1.0,1.0,10.0,11508
7.0,1.0,0.0,0.0,1.0,,0.0,11508
3.0,1.0,1.0,23.48,1.0,1.0,5.0,11508
8.0,1.0,1.0,42.53,1.0,1.0,5.0,11508
2.0,1.0,0.0,0.0,1.0,,0.0,2038
3.0,1.0,0.0,1.16,1.0,,0.0,2038
0.0,1.0,0.0,4.15,1.0,,0.0,2038
8.0,1.0,0.0,1.16,1.0,,0.0,2038
4.0,0.0,1.0,0.0,,0.0,5.0,11510
2.0,0.0,0.0,0.0,,,0.0,11510
1.0,1.0,1.0,19.86,1.0,1.0,10.0,11510
8.0,1.0,1.0,26.62,1.0,1.0,5.0,11510
9.0,1.0,1.0,0.0,1.0,0.0,2.0,11511
2.0,1.0,0.0,0.0,1.0,,0.0,11511
1.0,1.0,1.0,0.0,1.0,1.0,10.0,11511
3.0,1.0,1.0,29.01,1.0,1.0,5.0,11511
8.0,1.0,1.0,33.16,1.0,1.0,10.0,11511
9.0,1.0,0.0,0.0,1.0,,0.0,11512
1.0,1.0,0.0,0.0,1.0,,0.0,11512
7.0,1.0,0.0,0.0,1.0,,0.0,11512
3.0,0.0,1.0,0.0,,0.0,5.0,11512
8.0,1.0,0.0,0.0,1.0,,0.0,11512
5.0,1.0,1.0,35.12,1.0,1.0,3.0,11513
9.0,1.0,1.0,20.59,1.0,1.0,2.0,11513
3.0,1.0,1.0,32.23,1.0,1.0,10.0,11513
0.0,1.0,1.0,18.69,1.0,1.0,10.0,11513
9.0,0.0,0.0,0.0,,,0.0,11514
2.0,0.0,0.0,0.0,,,0.0,11514
1.0,1.0,0.0,2.86,1.0,,0.0,11514
8.0,1.0,1.0,9.23,1.0,1.0,5.0,11514
4.0,0.0,1.0,0.0,,0.0,5.0,11517
3.0,0.0,1.0,0.0,,0.0,5.0,11517
9.0,0.0,0.0,0.0,,,0.0,11518
2.0,0.0,0.0,0.0,,,0.0,11518
6.0,1.0,1.0,10.75,1.0,1.0,2.0,11518
5.0,1.0,1.0,0.0,1.0,0.0,3.0,11519
9.0,0.0,1.0,0.0,,0.0,2.0,11519
2.0,0.0,0.0,0.0,,,0.0,11519
7.0,1.0,0.0,28.770000000000003,1.0,,0.0,11519
3.0,0.0,1.0,0.0,,0.0,5.0,11519
8.0,1.0,1.0,8.74,1.0,1.0,5.0,10390
6.0,1.0,1.0,42.47,1.0,1.0,6.0,10390
4.0,0.0,0.0,0.0,,,0.0,11521
2.0,1.0,0.0,0.0,1.0,,0.0,11521
3.0,0.0,0.0,0.0,,,0.0,11521
8.0,1.0,0.0,0.0,1.0,,0.0,11521
6.0,1.0,0.0,3.94,1.0,,0.0,11521
9.0,0.0,1.0,0.0,,0.0,2.0,11522
2.0,0.0,0.0,0.0,,,0.0,11522
1.0,1.0,1.0,29.65,1.0,1.0,10.0,11522
7.0,1.0,0.0,28.72,1.0,,0.0,11522
0.0,1.0,0.0,23.509999999999998,1.0,,0.0,11522
8.0,1.0,0.0,0.0,1.0,,0.0,11522
4.0,0.0,0.0,0.0,,,0.0,11523
5.0,1.0,0.0,3.13,1.0,,0.0,11523
9.0,0.0,0.0,0.0,,,0.0,11523
5.0,1.0,1.0,14.37,1.0,1.0,3.0,11524
2.0,1.0,0.0,46.5,1.0,,0.0,11524
1.0,1.0,1.0,21.92,1.0,1.0,10.0,11524
7.0,1.0,0.0,99.44999999999999,1.0,,0.0,11524
4.0,1.0,0.0,6.11,1.0,,0.0,11525
9.0,0.0,0.0,0.0,,,0.0,11525
1.0,1.0,0.0,6.11,1.0,,0.0,11525
0.0,1.0,0.0,26.810000000000002,1.0,,0.0,11525
4.0,0.0,0.0,0.0,,,0.0,11526
5.0,1.0,1.0,14.700000000000001,1.0,1.0,6.0,11526
9.0,1.0,1.0,11.39,1.0,1.0,2.0,11526
2.0,1.0,0.0,1.7500000000000002,1.0,,0.0,11526
6.0,1.0,1.0,1.4100000000000001,1.0,1.0,2.0,11526
5.0,1.0,1.0,0.0,1.0,1.0,3.0,11527
2.0,1.0,0.0,8.48,1.0,,0.0,11527
7.0,1.0,0.0,14.11,1.0,,0.0,11527
8.0,1.0,0.0,0.0,1.0,,0.0,11527
4.0,0.0,1.0,0.0,,0.0,5.0,11528
5.0,1.0,1.0,46.29,1.0,1.0,6.0,11528
7.0,1.0,0.0,0.0,1.0,,0.0,11528
3.0,0.0,0.0,0.0,,,0.0,11528
1.0,1.0,0.0,0.0,1.0,,0.0,11529
7.0,1.0,0.0,0.0,1.0,,0.0,11529
0.0,1.0,0.0,0.0,1.0,,0.0,11529
5.0,1.0,1.0,23.47,1.0,1.0,3.0,5163
9.0,1.0,1.0,0.0,1.0,0.0,2.0,5163
2.0,0.0,0.0,0.0,,,0.0,5163
7.0,1.0,0.0,24.32,1.0,,0.0,5163
8.0,1.0,1.0,7.6,1.0,1.0,5.0,5163
5.0,1.0,1.0,7.34,1.0,1.0,3.0,11530
2.0,1.0,0.0,0.0,0.0,,0.0,11530
1.0,1.0,0.0,1.9800000000000002,1.0,,0.0,11530
4.0,0.0,0.0,0.0,,,0.0,11011
9.0,0.0,0.0,0.0,,,0.0,11011
2.0,0.0,0.0,0.0,,,0.0,11011
3.0,1.0,1.0,5.88,1.0,1.0,5.0,11011
4.0,0.0,0.0,0.0,,,0.0,11532
1.0,1.0,0.0,8.8,1.0,,0.0,11532
7.0,1.0,0.0,0.0,0.0,,0.0,11532
6.0,1.0,0.0,4.33,1.0,,0.0,11532
2.0,1.0,0.0,52.95,1.0,,0.0,11533
7.0,1.0,0.0,22.63,1.0,,0.0,11533
3.0,1.0,1.0,12.86,1.0,1.0,5.0,11533
0.0,1.0,1.0,14.53,1.0,0.5,20.0,11533
4.0,0.0,1.0,0.0,,0.0,5.0,11534
9.0,1.0,1.0,0.0,1.0,0.0,2.0,11534
7.0,0.0,0.0,0.0,,,0.0,11534
6.0,1.0,1.0,33.88,1.0,1.0,4.0,11534
4.0,1.0,0.0,0.0,1.0,,0.0,11537
2.0,1.0,0.0,9.8,1.0,,0.0,11537
1.0,1.0,1.0,13.31,1.0,1.0,10.0,11537
0.0,1.0,0.0,0.0,1.0,,0.0,11537
4.0,1.0,1.0,29.01,1.0,1.0,5.0,11538
5.0,1.0,1.0,24.76,1.0,1.0,3.0,11538
7.0,1.0,0.0,0.0,1.0,,0.0,11538
8.0,1.0,1.0,19.18,1.0,1.0,5.0,11538
6.0,1.0,1.0,24.24,1.0,1.0,2.0,11538
4.0,1.0,0.0,0.0,1.0,,0.0,11539
5.0,1.0,0.0,5.57,1.0,,0.0,11539
2.0,1.0,0.0,0.0,1.0,,0.0,11539
3.0,1.0,0.0,0.7000000000000001,1.0,,0.0,11539
0.0,1.0,0.0,1.75,1.0,,0.0,11539
8.0,1.0,0.0,0.99,1.0,,0.0,11539
4.0,0.0,1.0,0.0,,0.0,5.0,11540
5.0,1.0,1.0,14.57,1.0,1.0,3.0,11540
7.0,1.0,0.0,21.34,1.0,,0.0,11540
0.0,1.0,1.0,30.44,1.0,1.0,10.0,11540
8.0,1.0,0.0,0.0,1.0,,0.0,11540
4.0,0.0,0.0,0.0,,,0.0,11541
2.0,0.0,0.0,0.0,,,0.0,11541
1.0,1.0,0.0,0.0,1.0,,0.0,11541
7.0,1.0,0.0,7.92,1.0,,0.0,11541
6.0,1.0,0.0,0.0,1.0,,0.0,11541
4.0,0.0,0.0,0.0,,,0.0,11531
9.0,0.0,0.0,0.0,,,0.0,11531
2.0,1.0,0.0,0.0,0.0,,0.0,11531
8.0,1.0,0.0,4.73,1.0,,0.0,11531
4.0,1.0,0.0,0.0,1.0,,0.0,11544
5.0,1.0,1.0,9.62,1.0,1.0,3.0,11544
7.0,1.0,0.0,0.0,1.0,,0.0,11544
6.0,1.0,0.0,0.0,1.0,,0.0,11544
4.0,0.0,1.0,0.0,,0.0,5.0,1602
0.0,1.0,1.0,12.08,1.0,1.0,10.0,1602
8.0,0.0,1.0,0.0,,0.0,5.0,1602
6.0,1.0,1.0,18.35,1.0,1.0,2.0,1602
2.0,1.0,0.0,0.0,1.0,,0.0,1612
1.0,1.0,1.0,29.86,1.0,1.0,10.0,1612
7.0,1.0,0.0,0.0,1.0,,0.0,1612
3.0,0.0,0.0,0.0,,,0.0,1612
8.0,1.0,1.0,0.0,1.0,0.0,5.0,1612
5.0,1.0,1.0,7.66,1.0,1.0,3.0,11548
2.0,1.0,0.0,9.96,1.0,,0.0,11548
0.0,1.0,0.0,2.88,1.0,,0.0,11548
4.0,0.0,0.0,0.0,,,0.0,11549
7.0,1.0,0.0,58.61000000000001,1.0,,0.0,11549
8.0,1.0,1.0,0.0,0.0,0.0,5.0,11549
4.0,1.0,0.0,0.0,0.0,,0.0,11550
5.0,1.0,1.0,19.93,1.0,1.0,6.0,11550
2.0,0.0,0.0,0.0,,,0.0,11550
5.0,1.0,1.0,23.44,1.0,1.0,3.0,11551
3.0,0.0,0.0,0.0,,,0.0,11551
0.0,1.0,1.0,12.55,1.0,1.0,10.0,11551
8.0,1.0,1.0,23.01,1.0,1.0,5.0,11551
1.0,1.0,1.0,13.49,1.0,1.0,10.0,11552
7.0,1.0,0.0,7.91,1.0,,0.0,11552
0.0,1.0,1.0,15.08,1.0,1.0,10.0,11552
8.0,1.0,1.0,16.68,1.0,1.0,5.0,11552
5.0,1.0,0.0,6.99,1.0,,0.0,11553
9.0,0.0,0.0,0.0,,,0.0,11553
2.0,0.0,0.0,0.0,,,0.0,11553
8.0,1.0,0.0,1.65,1.0,,0.0,11553
4.0,0.0,0.0,0.0,,,0.0,11554
5.0,1.0,0.0,0.0,1.0,,0.0,11554
9.0,0.0,0.0,0.0,,,0.0,11554
7.0,1.0,0.0,0.0,1.0,,0.0,11554
4.0,0.0,1.0,0.0,,0.0,5.0,11555
0.0,1.0,1.0,19.29,1.0,1.0,10.0,11555
8.0,1.0,1.0,10.74,1.0,1.0,5.0,11555
6.0,1.0,1.0,20.31,1.0,1.0,2.0,11555
5.0,1.0,1.0,0.0,1.0,0.0,3.0,11557
9.0,0.0,1.0,0.0,,0.0,2.0,11557
1.0,1.0,1.0,11.37,1.0,1.0,10.0,11557
1.0,1.0,0.0,17.34,1.0,,0.0,11560
3.0,1.0,1.0,0.0,1.0,0.5,10.0,11560
